season,date,home_team,away_team,y,dc_p_away,dc_p_draw,dc_p_home,elo_p_away,elo_p_draw,elo_p_home,ps_open_home,ps_open_draw,ps_open_away,ps_close_home,ps_close_draw,ps_close_away
2425,2024-09-15,Mainz,Werder Bremen,0,0.2642220550945599,0.2840512483440698,0.4517266965613704,0.27741385088496606,0.14220174225680432,0.5803844068582297,2.04,3.66,3.61,2.2,3.62,3.37
2425,2024-09-20,Augsburg,Mainz,0,0.3219758302306432,0.29435879913333035,0.3836653706360265,0.3487653176038407,0.22842102467305928,0.42281365772310003,2.42,3.6,2.97,2.41,3.53,3.03
2425,2024-09-21,Bochum,Kiel,1,0.297,0.253,0.45,0.33955405087656537,0.21208395369885497,0.4483619954245796,1.99,3.8,3.7,1.82,3.94,4.4
2425,2024-09-21,Ein Frankfurt,M'gladbach,2,0.2554781483926669,0.24576141017962486,0.49876044142770826,0.22022174479296874,0.10164802928360284,0.6781302259234284,1.79,4.14,4.26,1.77,4.29,4.3
2425,2024-09-21,Heidenheim,Freiburg,0,0.2802820731701042,0.27745806964048403,0.44225985718941185,0.30018071873655755,0.16295155562330674,0.5368677256401357,2.75,3.4,2.66,3.37,3.48,2.25
2425,2024-09-21,Union Berlin,Hoffenheim,2,0.3108536105872729,0.2767394240963148,0.41240696531641236,0.3111619503286455,0.17449329044453646,0.5143447592268181,2.04,3.72,3.65,1.87,3.84,4.28
2425,2024-09-21,Werder Bremen,Bayern Munich,0,0.6346587963587141,0.20233814376320358,0.16300305987808236,0.5950205135377014,0.13563564237304432,0.2693438440892543,7.92,5.6,1.36,9.26,6.08,1.32
2425,2024-09-22,Leverkusen,Wolfsburg,2,0.12578620072082689,0.21198482374238833,0.6622289755367848,0.07628493909192943,0.05,0.8737150609080705,1.31,5.91,9.23,1.27,6.45,10.37
2425,2024-09-22,St Pauli,RB Leipzig,1,0.297,0.253,0.45,0.6513766531181981,0.11202967814742862,0.23659366873437332,5.19,4.25,1.64,5.25,4.22,1.66
2425,2024-09-22,Stuttgart,Dortmund,2,0.41286322630086864,0.2520895483079928,0.33504722539113857,0.33902744927154527,0.2112357580994864,0.4497367926289684,2.32,3.8,2.94,2.32,3.81,2.99
2425,2024-09-27,Dortmund,Bochum,2,0.0660169525258062,0.12748122982359533,0.8065018176505985,0.08559559049699915,0.05,0.8644044095030008,1.24,7.21,11.22,1.2,7.66,13.43
2425,2024-09-28,Bayern Munich,Leverkusen,1,0.2337989730513073,0.22744408662232385,0.5387569403263689,0.330813719167275,0.19891955001315423,0.4702667308195708,1.74,4.34,4.36,1.67,4.53,4.75
2425,2024-09-28,Freiburg,St Pauli,0,0.297,0.253,0.45,0.21461751753512695,0.09826751172641054,0.6871149707384625,1.62,4.15,5.59,1.6,4.2,5.98
2425,2024-09-28,M'gladbach,Union Berlin,2,0.2610667891687068,0.274448190101214,0.46448502073007913,0.32118825333149553,0.1862306013194784,0.49258114534902603,2.13,3.54,3.54,2.19,3.47,3.53
2425,2024-09-28,Mainz,Heidenheim,0,0.29894308418010646,0.28857734805336904,0.41247956776652445,0.2873053954136997,0.15076959279573682,0.5619250117905634,1.86,3.82,4.21,1.86,3.67,4.56
2425,2024-09-28,RB Leipzig,Augsburg,2,0.09147002748449044,0.17925459487585094,0.7292753776396587,0.09569678901775973,0.05,0.8543032109822403,1.4,5.4,7.14,1.51,4.84,6.15
2425,2024-09-28,Wolfsburg,Stuttgart,1,0.34004470373153634,0.2826974781844002,0.37725781808406345,0.5366940392938013,0.16303834362140232,0.3002676170847963,3.35,3.89,2.09,3.66,3.82,2.03
2425,2024-09-29,Hoffenheim,Werder Bremen,0,0.2404013237401217,0.239982447515729,0.5196162287441493,0.3039724897300298,0.1668023443792374,0.5292251658907328,2.4,3.78,2.84,2.29,3.78,3.07
2425,2024-09-29,Kiel,Ein Frankfurt,0,0.297,0.253,0.45,0.4272624840054628,0.22549503456674305,0.3472424814277941,4.5,4.22,1.73,3.77,3.88,2.0
2425,2024-10-04,Augsburg,M'gladbach,2,0.3577814130686395,0.26460934869342534,0.37760923823793513,0.33745597557131735,0.2087504503985449,0.45379357403013776,2.46,3.78,2.81,2.45,3.7,2.86
